concept_id,canonical_label,aliases,parent,category,tags,visual_description
89bd7e74-0138-5c82-9c84-b05c5096ba42,asparagus,asparagus spear,food,food,vegetable,bundle of green asparagus spears
20e90fcf-b9e8-5b03-b548-ce62e6d02a8a,celery,celery stalk,food,food,vegetable,pale green ribbed celery stalk
010431bc-fa91-56b7-b7c4-41a3e3367049,bread,white bread|sandwich bread,food,food,grains,loaf of sliced white sandwich bread
8fccf9ef-e343-5eec-a66f-a7b0f9a4ad1f,baguette,french baguette,food,food,grains,long thin golden French baguette
a8f0a6cd-3e8a-5a4d-8839-9beb515c3c3c,croissant,butter croissant,food,food,grains,crescent-shaped flaky butter croissant
3957e9fe-b163-5735-8552-322258baa966,bagel,plain bagel,food,food,grains,round ring-shaped boiled bread bagel
c4ca3252-3e0b-58ee-bd1d-cdb3ddd0931c,rice,cooked rice|white rice,food,food,grains,bowl of steamed white cooked rice
0f8f40a5-d80a-56e2-b9ec-a908b0d2c739,toast,toasted bread,food,food,grains,golden toasted bread slice
0e0471cc-0cfa-52a2-8b0b-056698a99ed7,pancake,,food,food,grains,round flat golden cooked pancake
5992d140-1ba5-5d8d-8e92-ce018505eb31,waffle,belgian waffle,food,food,grains,grid-pattern square waffle
9e2377f8-c7e5-5c13-8a28-e9d968a47789,pizza,pizza slice|whole pizza,food,food,prepared,round flat cheese-topped baked pizza
d1997dd0-3743-5b15-b78f-863bdbd43b06,hamburger,burger|cheeseburger,food,food,prepared,stacked beef and bun hamburger
efeabef5-6feb-5337-a658-11db2542c2c6,sandwich,sub sandwich|deli sandwich,food,food,prepared,filled two-slice bread sandwich
e93b2d41-ca55-5e2c-a473-e1ff7d418ca9,hot dog,frankfurter|sausage in bun,food,food,prepared,sausage inside split hot-dog bun
7be2beb2-36c5-5525-a222-6a0792bde4de,burrito,wrap burrito,food,food,prepared,large flour-wrapped stuffed burrito
62bab196-49b8-5a03-95f7-a799801225be,taco,corn taco|taco shell,food,food,prepared,folded corn shell filled taco
a8b855a4-b7cd-5cff-ab0c-6b6b69b3cd74,sushi,sushi roll|nigiri sushi,food,food,prepared,rice and fish sushi roll
f87da7d2-dc57-5daf-88c6-4f84e8835a0c,fried egg,sunny side up egg,food,food,prepared,fried egg in round pan shape
033d4913-c5c7-57a9-9fdb-3f71d02cb749,omelet,omelette|egg omelette,food,food,prepared,folded egg omelette
69136013-5207-594c-a787-ff2d1e5c8b2e,pasta,spaghetti|penne pasta,food,food,prepared,bowl of cooked pasta
97773eb6-ceec-5bbd-b89e-7a766fd987df,butter,butter block|butter pat,food,food,dairy,yellow rectangular butter block
4d84aa70-0ddb-5adb-bf6a-a9c9388e7283,cheese,cheddar cheese|sliced cheese,food,food,dairy,yellow block or sliced cheese
ce00c15e-a8b2-56ac-ba97-dd5f66531429,yogurt,greek yogurt|yoghurt,food,food,dairy,small round pot of yogurt
9e4cef58-cf53-5761-8d75-3caad298e9ea,milk,carton of milk|milk bottle,food,food,dairy,white carton or bottle of milk
128a4e8d-75be-5ce1-81e1-5080c0bd94cd,ice cream,ice cream scoop|cone,food,food,dairy|dessert,scooped ice cream in cone or cup
ba79c5d7-929d-58ff-8519-310d631e2d0c,cookie,chocolate chip cookie,food,food,snack,round flat chocolate chip cookie
00b44d77-1718-5baa-938a-353b3eb99cc0,chocolate bar,candy bar|chocolate block,food,food,snack,rectangular wrapped chocolate bar
429e9611-185a-54e8-b1cb-5b66e3f486b1,birthday cake,layer cake,food,food,dessert,tiered frosted birthday celebration cake
58ce6c7c-583c-5246-ae42-8ac6d9c1d257,cupcake,fairy cake,food,food,dessert,small frosted cupcake in paper case
28f7e844-1d5a-5b3b-9696-1762c2563522,donut,doughnut,food,food,dessert,ring-shaped glazed fried doughnut
d693068c-a11a-548e-86b2-f6f201fb8b16,muffin,blueberry muffin,food,food,dessert,domed muffin in paper baking cup
0382add4-2dc5-55da-9dac-cedb5050ae08,coffee,cup of coffee|espresso,food,food,drink,cup or mug of hot black coffee
9b9de015-3969-57e9-8e03-8273af11edb7,tea,cup of tea|green tea,food,food,drink,cup or mug of steaming hot tea
d4fe20c4-cd5b-5e3b-85b5-8fe36811a955,orange juice,glass of oj,food,food,drink,glass of bright orange juice
325e83ca-b29d-5405-a9ab-2e0278511d91,soda,soft drink|cola|canned soda,food,food,drink,can or glass of fizzy soda drink
8be23552-f3f4-59dc-b9f4-2f5c60e5cafe,smoothie,fruit smoothie,food,food,drink,tall glass of blended fruit smoothie
060ad9e6-7c6d-558f-89ad-66129a805554,hot chocolate,cocoa drink,food,food,drink,mug of creamy hot chocolate drink
52a9f561-4e28-52e0-8b9b-6a9b87c5cd77,milkshake,milk shake,food,food,drink,tall glass of thick creamy milkshake
