concept_id,canonical_label,aliases,parent,category,tags,visual_description
3f723c90-b7c9-56a9-a24b-7f5bcb417ea0,ironing board,iron board,tools,tools,cleaning,padded folding fabric ironing board
db96d4c4-c6b3-5c4c-995b-d3d5c38bd39e,scrubbing brush,scrub brush|cleaning brush,tools,tools,cleaning,stiff-bristle short-handled scrub brush
746f7976-9bc1-59a2-bb7e-6b9082963852,sponge,cleaning sponge|kitchen sponge,tools,tools,cleaning,rectangular two-sided cleaning sponge
2bb6683a-165f-5394-9010-6ed73b527f80,toolbox,tool box|tool case,tools,tools,storage,metal or plastic hinged toolbox
fe7a4a76-0897-5170-917b-38e3880d1192,extension cord,power extension|extension lead,tools,tools,power|electronics,multi-socket plastic extension cord
537fbed0-3a24-547b-b03f-c91f189f7705,axe,hand axe|hatchet,tools,tools,hand_tools,short-handle steel splitting axe
52fa8df9-725c-523e-b8f3-84d421d93f60,wire cutters,cable cutters|snips,tools,tools,hand_tools,angled blade wire cutting snips
c14d8cd6-f4e2-5f1d-8c06-48c4b45b01bf,paint roller,roller brush,tools,tools,painting,foam roller on telescoping paint handle
3a4b2ce0-b217-5093-afdb-69b7547c8127,paintbrush,wall brush|paint brush,tools,tools,painting,wide flat bristle paint brush
5c525a6d-349e-5af2-bd32-4bb2d2e0490e,sandpaper,abrasive paper|grit paper,tools,tools,painting,sheet of coarse or fine sandpaper
b72da2ff-4a23-511c-afe6-0c759d9393a3,ladder,step ladder|extension ladder,tools,tools,general,tall aluminum folding step ladder
3a94f884-9594-5b97-be1b-8bf365f2fc65,trowel,garden trowel|masonry trowel,tools,tools,garden,small pointed metal digging trowel
